gene_id E15_cpn	E15_corticothal	E15_subcereb	E16_cpn	E16_corticothal	E16_subcereb	E18_cpn	E18_corticothal	E18_subcereb	P1_cpn	P1_corticothal	P1_subcereb	cluster	gene_id	gene_type
Igf1	0.0115381	0.00520776	0.00388548	0.090319	0.0204873	0.0122606	0.0358124	0.0276331	0.0288016	0.120127	0.156394	0.35251	4	Igf1	Protein coding
Igf1r	20.467	28.1843	23.7588	20.0078	22.9821	15.4267	16.235	19.3293	12.0459	12.5011	18.0258	7.9112	19	Igf1r	Protein coding
Igf2	0.356275	0.276811	0.561584	0.339531	0.539966	0.178561	0.432787	0.333434	0.298338	0.185065	0.215662	0.0716403	-1	Igf2	Protein coding
Igf2bp1	8.78669	10.3712	11.4229	8.01979	8.79239	8.38269	5.181	5.94307	4.86239	2.34121	2.546	1.4194	19	Igf2bp1	Protein coding
Igf2bp2	20.4817	26.9532	23.7311	11.5913	19.2118	14.6797	8.88878	16.187	10.497	3.99841	9.22383	4.70088	19	Igf2bp2	Protein coding
Igf2bp3	20.8575	11.9849	20.4211	16.8641	7.75391	19.671	12.0077	3.97965	12.7505	6.64112	1.13138	6.45686	10	Igf2bp3	Protein coding
Igf2r	10.7455	12.3954	14.171	9.84217	10.0979	10.0415	8.03128	6.91584	9.43201	5.65834	4.30674	7.12889	19	Igf2r	Protein coding
Igfbp1	0.267317	3.54144	0.984157	0.0252586	0.927907	0.531247	0.066877	0.193525	0.222846	0.076913	0.13575	0.0888727	2	Igfbp1	Protein coding
Igfbp2	76.5667	85.5472	99.8266	66.6672	73.5839	97.1257	57.9347	50.4956	70.7553	75.1923	36.3685	97.9327	19	Igfbp2	Protein coding
Igfbp3	2.25315	68.5385	51.181	2.01535	105.929	42.2211	1.35017	74.048	6.19884	1.36962	31.6157	6.17565	6	Igfbp3	Protein coding
Igfbp4	14.3785	7.58611	16.6668	4.58189	5.05286	3.76565	4.40972	4.53951	4.41499	5.47576	12.3919	6.37307	7	Igfbp4	Protein coding
Igfbp5	0.509942	1.70693	0.256673	1.07133	1.37019	1.02697	7.61712	1.96088	9.64483	41.516	11.5833	44.0307	4	Igfbp5	Protein coding
Igfbpl1	227.041	118.365	177.269	167.07	108.601	68.5713	91.3493	117.904	20.7903	49.7795	114.137	8.73648	10	Igfbpl1	Protein coding
Igsf1	0.0453627	1.1279	0.459852	0.0475104	1.33719	0.27552	0.0887292	1.57981	0.65285	0.115866	1.74853	1.10763	6	Igsf1	Protein coding
Igsf21	6.14593	26.4161	9.73979	7.23513	30.9622	4.66029	10.3865	41.9624	14.4794	18.7261	111.529	71.0831	9	Igsf21	Protein coding
Igsf3	69.9183	25.2201	28.5551	50.7179	29.4636	46.614	40.2545	29.0279	55.8805	39.9151	29.5415	66.7133	15	Igsf3	Protein coding
Igsf8	38.337	19.5714	23.3508	36.886	29.9217	27.2005	56.0362	52.5034	58.4659	99.519	89.9094	106.134	17	Igsf8	Protein coding
Igsf9	44.2398	36.7173	41.3321	53.4643	37.2583	32.5858	52.8141	37.6985	29.4671	32.71	19.1022	14.9596	19	Igsf9	Protein coding
Igsf9b	0.892186	1.30159	1.34469	1.21791	2.10442	0.986375	0.884843	1.55223	0.951107	0.503682	1.66291	0.520589	12	Igsf9b	Protein coding
Ikbip	2.30542	2.35441	2.46027	2.65794	2.74771	1.67616	3.28683	3.50407	2.89838	0.872097	0.849239	0.974858	19	Ikbip	Protein coding
Ikbkb	20.7675	18.6287	22.1569	21.2066	20.422	20.6517	17.1872	17.3948	16.9951	14.4737	12.5214	12.75	19	Ikbkb	Protein coding
Ikzf1	0.0211881	0.0033741	0.00584699	0.241675	0.00891739	0.0267562	0.101016	0.0116093	0.831301	0.197869	0.0101078	0.186206	16	Ikzf1	Protein coding
Ikzf2	0.225319	1.58833	0.530016	0.360443	3.45663	0.572961	0.525143	1.1847	0.400291	0.250315	0.635654	0.0893364	6	Ikzf2	Protein coding
Ikzf4	6.08184	7.63464	5.48159	7.1894	7.9679	5.49331	8.21534	8.72276	6.59641	6.03229	6.82144	3.94947	13	Ikzf4	Protein coding
Ikzf5	10.3371	8.16869	8.54133	10.8611	8.45711	7.39975	10.1418	8.28028	6.7194	9.24673	8.473	5.33526	13	Ikzf5	Protein coding
Il16	0.0464184	0.350858	0.220558	0.16242	0.718	0.414262	0.0914403	0.508633	0.246319	0.112372	0.245602	0.142529	6	Il16	Protein coding
Il17d	4.45087	3.89496	2.9323	6.63425	4.83261	5.52295	9.45712	7.21273	9.27566	9.59532	7.89467	10.388	14	Il17d	Protein coding
Il17ra	4.7312	3.21637	4.47495	2.85466	3.28123	3.30592	1.98421	3.26245	2.58099	3.2164	3.73185	2.83639	15	Il17ra	Protein coding
Il17rb	0.813611	0.577688	0.687293	1.03482	0.707751	0.48464	1.40172	1.52451	1.21636	1.46975	1.83109	1.35573	17	Il17rb	Protein coding
Il17rd	0.313113	0.735198	0.779786	0.31039	0.723739	0.602486	0.375291	0.578935	0.560222	0.206707	0.34642	0.225008	19	Il17rd	Protein coding
Il18	0.87162	3.94134	4.18933	0.42694	3.63565	3.05797	0.185454	2.05743	2.3184	0.305395	1.24004	2.42565	11	Il18	Protein coding
Il1f9	4.85371	6.14099	5.648	6.29913	7.58337	6.00442	2.21054	3.2371	2.56047	1.33722	0.769355	0.626532	19	Il1f9	Protein coding
Il1rap	0.276391	0.187769	0.0414239	3.30685	0.172086	0.0208723	6.26083	0.209111	0.460415	3.6453	0.152998	1.03967	5	Il1rap	Protein coding
Il1rapl2	0	0	0	0.087508	0.0834703	0.0739116	0.626109	0.279618	0.276108	2.5064	0.158394	0.660905	5	Il1rapl2	Protein coding
Il28ra	0.0387311	0.287892	0.0991659	0.0176258	0.156555	0.0429392	0.013405	0.141139	0.0421307	0	0.108002	0.0495877	2	Il28ra	Protein coding
Il34	0.166616	0.0739379	0.147471	0.288254	0.148562	0.104339	0.148577	0.135236	0.34602	0.216042	0.267883	3.21138	16	Il34	Protein coding
Il3ra	0.432489	2.4105	1.63732	0.893789	2.3591	1.41281	0.845466	1.63832	1.17465	1.09874	1.54915	1.63743	12	Il3ra	Protein coding
Il4ra	0.0631689	0.0292082	0.0295669	0.209725	0.0904023	0.0586792	0.198297	0.294969	0.187713	0.481361	0.321834	0.212575	17	Il4ra	Protein coding
Il6ra	0.0739236	0.130011	0.0436666	0.282592	0.14536	0.132813	0.173973	0.292824	0.152611	0.34183	0.832403	0.221994	9	Il6ra	Protein coding
Ildr2	0.126382	3.3237	0.665331	0.0795427	5.96373	1.90569	0.274972	7.67064	4.00333	0.493517	9.44952	7.97211	9	Ildr2	Protein coding
Ilf2	126.937	71.7221	87.7081	109.314	71.5308	78.5114	94.7235	74.6278	69.5385	87.0924	82.6149	74.4821	15	Ilf2	Protein coding
Ilvbl	5.86692	9.45026	8.8547	8.98899	8.19404	16.2921	14.6566	8.27381	20.0135	16.5958	10.1638	25.0216	14	Ilvbl	Protein coding
Immt	52.006	35.0175	36.3281	49.7875	35.4597	46.515	44.8969	37.8248	49.2215	59.1788	54.7544	77.438	18	Immt	Protein coding
Impa1	18.6614	19.6643	21.5829	15.3108	18.5174	21.6708	13.9232	18.1297	23.5504	11.4936	15.9458	21.7996	19	Impa1	Protein coding
Impad1	19.8081	17.7363	15.4574	20.1984	19.4565	14.1557	20.0611	21.3736	16.0995	21.4456	24.6164	16.9738	8	Impad1	Protein coding
Impdh1	34.5925	34.9841	37.6246	36.2369	41.1412	53.7949	45.5727	48.2786	69.6424	47.9547	46.8694	82.395	18	Impdh1	Protein coding
Ina	97.1752	305.634	259.78	106.169	254.208	256.339	93.8511	256.668	241.023	70.4764	167.861	180.696	12	Ina	Protein coding
Inadl	1.07125	1.82385	1.3299	1.03579	1.588	1.39166	1.03193	1.79649	1.60762	1.02363	2.44819	1.94781	12	Inadl	Protein coding
Inf2	8.4176	4.5046	10.5173	3.28018	8.73418	7.09582	5.0119	19.5395	13.6606	7.86344	34.8169	22.9134	9	Inf2	Protein coding
Ing1	62.8219	52.5189	52.3908	53.2606	40.9579	46.6217	48.5453	40.7333	40.6614	33.8612	27.1892	22.8996	19	Ing1	Protein coding
Ing2	3.49433	3.16377	2.2026	3.86666	3.39656	2.41468	4.00914	4.55853	4.28253	5.89363	5.77725	6.57248	8	Ing2	Protein coding
Ing3	5.56215	4.70939	5.42589	5.48749	5.22568	4.10522	4.07876	4.50894	3.50718	2.93806	3.40302	2.94559	19	Ing3	Protein coding
Ing4	53.0502	55.2201	55.3609	51.8145	53.628	43.1775	43.6283	47.7398	26.7872	25.4021	25.7141	15.1865	19	Ing4	Protein coding
Inha	29.2922	28.7475	29.7556	33.6832	31.4911	43.4045	36.208	35.5827	48.1228	41.0298	38.5393	51.1747	18	Inha	Protein coding
Inhba	9.94896	0.0801946	0.19654	18.3283	0.283227	0.0523478	23.0831	0.766999	0.460169	21.6444	0.334699	0.20368	5	Inhba	Protein coding
Inhbb	17.149	3.88709	7.04464	12.6824	1.79847	0.772799	8.43299	1.67356	0.5432	9.95961	2.1803	0.371592	10	Inhbb	Protein coding
Ino80c	7.37864	5.29864	6.10964	7.32155	6.62596	6.73095	7.84706	7.50561	8.22114	15.3732	14.121	15.8411	18	Ino80c	Protein coding
Inpp1	7.22271	10.2675	9.7578	8.91418	13.8171	12.5468	10.4061	13.9345	12.7225	8.14991	10.9356	11.6328	12	Inpp1	Protein coding
Inpp4a	23.2982	38.8294	32.2352	24.4785	37.164	31.2997	27.8296	38.9955	34.7874	25.8246	34.4113	33.6597	12	Inpp4a	Protein coding
Inpp4b	0.0421371	0.0976345	0.0132985	0.102693	0.0747282	0.00648434	0.132922	0.259988	0.0123691	0.1081	0.657438	0.00442198	9	Inpp4b	Protein coding
Inpp5a	6.28809	3.84399	4.05423	5.15438	3.18083	4.14532	4.52072	4.31024	6.93517	5.01581	6.72535	7.25977	-1	Inpp5a	Protein coding
Inpp5b	12.5847	11.5836	11.7261	12.7933	10.8179	9.56147	10.9513	9.94958	8.05142	8.76167	7.28293	4.69259	19	Inpp5b	Protein coding
Inpp5d	0.0402945	0.140626	0.078634	0.525156	0.12268	0.928826	0.317874	0.126603	1.08302	0.527402	0.132852	0.836347	16	Inpp5d	Protein coding
Inpp5f	126.551	138.583	148.972	105.011	125.914	137.94	91.3858	126.455	128.052	82.6022	116.974	154.123	19	Inpp5f	Protein coding
Inpp5j	0.383804	0.682364	0.713817	0.381895	0.555868	0.841373	0.70928	0.850497	2.85212	1.75442	2.23494	4.31139	16	Inpp5j	Protein coding
Inppl1	7.77162	8.02056	8.75298	6.26021	5.81844	5.47905	6.63215	5.23089	4.76589	3.93413	2.3551	2.22671	19	Inppl1	Protein coding
Insig1	27.5274	12.133	13.0744	33.107	17.9594	38.6313	40.004	28.0816	35.1497	48.9246	37.0299	26.1457	17	Insig1	Protein coding
Insig2	11.6088	8.69141	9.72721	11.1018	7.80194	7.63299	8.63621	7.51124	8.65255	5.85964	4.29699	5.01486	19	Insig2	Protein coding
Insm1	48.0188	15.583	38.096	24.3226	9.02344	9.71463	13.0699	4.87851	3.95766	11.203	2.89084	5.07038	10	Insm1	Protein coding
Insr	21.1586	20.1946	20.1715	21.7319	19.0948	15.5291	16.8212	14.6567	12.2284	14.3264	12.2474	10.1494	19	Insr	Protein coding
Ints10	43.1163	54.0205	50.576	43.8282	51.137	43.7565	45.0778	43.8481	34.5174	32.4992	33.9416	26.3467	19	Ints10	Protein coding
Ints4	13.0909	14.8095	15.3078	10.3224	13.3861	14.5968	7.9525	12.5849	14.4085	5.82605	9.33733	13.1295	19	Ints4	Protein coding
Ints5	18.3767	15.5106	17.0982	15.2019	13.7059	15.8959	13.4517	11.6057	13.0544	10.6723	8.82946	11.3114	19	Ints5	Protein coding
Ints6	9.37554	12.1014	11.6383	10.4662	12.2482	9.08261	8.09802	9.60352	5.79498	4.16406	7.19057	3.66434	19	Ints6	Protein coding
Ints7	15.3102	14.6846	16.7672	12.0463	11.5025	10.0075	9.49557	8.23786	7.61472	8.59275	10.4429	7.65496	19	Ints7	Protein coding
Ints8	16.8092	13.3903	13.0513	15.0755	12.4391	9.82755	10.8319	11.2036	7.73571	6.19612	6.32861	4.04759	19	Ints8	Protein coding
Ints9	11.5309	9.96693	11.3267	9.40757	8.52067	8.51811	8.31427	7.73078	8.40235	6.65432	5.55192	8.02015	19	Ints9	Protein coding
Invs	8.97482	7.86549	8.78036	6.66544	5.86708	5.25366	4.46601	4.02194	3.93081	5.08984	4.12312	3.45505	19	Invs	Protein coding
Ipcef1	0.228893	1.12696	0.441811	0.424315	0.935693	0.405469	0.580295	2.37367	1.20262	1.94443	6.28431	1.9003	9	Ipcef1	Protein coding
Ipmk	8.01864	8.61076	7.96352	8.20882	7.41203	7.35284	8.98151	7.48458	7.97399	14.4033	7.52353	7.14395	8	Ipmk	Protein coding
Ipo4	31.1491	30.5703	35.0158	35.5505	35.615	47.1541	40.0012	38.4609	53.5796	44.6443	44.0447	61.7488	18	Ipo4	Protein coding
Ipo5	56.9628	131.272	65.948	62.8822	169.989	75.5378	68.8967	187.184	76.3057	81.229	183.505	82.7968	6	Ipo5	Protein coding
Ipo7	46.3409	35.4088	39.0229	48.4389	35.8142	34.2981	41.5341	32.5816	34.1476	29.7475	26.5179	23.719	19	Ipo7	Protein coding
Ipo8	13.4996	15.0195	16.9185	13.9926	14.3651	16.1355	12.1159	13.2156	15.0392	9.3389	9.24629	12.6076	19	Ipo8	Protein coding
Iqcb1	15.9221	17.3049	15.4914	14.8057	15.7139	13.3465	12.1228	14.993	10.0722	8.84182	11.3204	8.56999	19	Iqcb1	Protein coding
Iqcc	7.02379	5.71253	7.38766	6.64789	5.12803	5.52483	6.43284	5.4586	5.00658	2.80167	2.25865	2.47737	19	Iqcc	Protein coding
Iqcg	13.3896	7.64556	8.25395	11.4643	6.73523	6.88087	10.4425	8.24819	6.97804	7.0305	5.41713	5.25768	15	Iqcg	Protein coding
Iqgap1	8.26613	10.0574	9.70939	9.16568	9.89311	10.4028	9.45071	8.83032	8.87091	6.44175	6.50591	5.59591	19	Iqgap1	Protein coding
Iqgap2	0.237331	0.90473	0.45749	0.395448	0.81431	0.397829	0.30289	0.522481	0.328764	0.255605	0.472555	0.204191	6	Iqgap2	Protein coding
Iqgap3	0.20754	0.387609	0.128741	0.145588	0.199202	0.0569288	0.0722215	0.0537462	0.0629345	0.0800985	0.0712587	0.0690919	1	Iqgap3	Protein coding
Iqsec1	6.55798	11.8292	7.62051	6.92287	10.2134	9.95603	10.5651	11.1891	13.2367	17.9166	21.532	17.1486	18	Iqsec1	Protein coding
Iqsec2	7.86565	24.1277	16.3043	8.80936	23.666	10.2339	13.2435	28.2967	15.8887	21.9706	35.5817	22.2595	17	Iqsec2	Protein coding
Iqsec3	2.39563	2.83917	1.12371	2.06543	2.3327	2.50049	4.39028	3.4962	4.28536	5.23934	4.71028	4.31631	17	Iqsec3	Protein coding
Irak2	0.0556038	0.136236	0.0786665	0.267025	0.146959	0.135901	0.599971	0.426499	0.525145	1.31398	1.06555	0.716137	17	Irak2	Protein coding
Ireb2	40.6964	37.9124	38.7617	39.0865	36.3023	31.9621	31.9298	29.5516	27.5969	26.6363	25.4514	24.3976	19	Ireb2	Protein coding
Irf2	1.67162	1.98733	2.13263	1.48893	2.22259	1.76195	1.99271	2.37408	1.57189	1.19793	0.954741	0.786205	13	Irf2	Protein coding
Irf2bp2	20.1705	22.2539	28.3497	15.0212	17.6921	16.1454	11.2853	15.8849	13.0209	15.943	12.0139	13.8138	19	Irf2bp2	Protein coding
Irf3	9.47065	15.7825	13.706	8.40058	13.6814	12.892	8.00978	11.0158	9.53057	4.04666	5.98847	5.09818	19	Irf3	Protein coding
Irf4	0.356741	0.455608	0.325191	0.25099	0.265581	0.226032	0.164856	0.126143	0.117796	0.118222	0.0864961	0.0932781	7	Irf4	Protein coding
Irf7	1.16652	0.874935	1.17986	0.573154	0.430591	0.370058	0.284624	0.22678	0.124765	0.0988407	0.0688217	0.0450236	7	Irf7	Protein coding
Irf9	14.027	14.7653	15.1886	16.8547	16.1676	16.7757	12.368	11.5303	11.9362	5.3479	5.03876	4.3642	19	Irf9	Protein coding
Irgq	43.6892	45.9396	44.9603	38.5171	41.6546	45.5981	40.6544	39.8793	49.7505	47.5813	50.0525	61.2226	18	Irgq	Protein coding
Irs2	10.3464	3.44237	5.40145	9.92429	3.42265	16.1847	10.0293	3.1885	21.4294	11.2872	1.83538	12.3882	16	Irs2	Protein coding
Isg20l2	18.0175	12.9971	15.9659	15.1394	12.1442	13.9813	12.0427	11.2265	10.7747	12.0019	10.768	9.18817	19	Isg20l2	Protein coding
Isl1	0.00527658	0	0.00580567	0	0	0.0358702	0.0055587	0.0144745	0.591822	0.00755831	0	0.133901	16	Isl1	Protein coding
Islr	0.0975437	1.63303	1.32537	0.158618	2.27967	2.44784	0.0731567	2.02536	1.85639	0.0727408	2.21968	1.96897	11	Islr	Protein coding
Islr2	32.2286	619.592	561.736	38.8882	554.965	471.823	13.7375	477.168	366.051	11.9778	575.047	396.596	11	Islr2	Protein coding
Ism1	0.0836012	0.0268979	0.00477649	0.0201885	0.022703	0.0134204	0.0185566	0.035265	0.279556	0.0420162	0.026092	0.764574	16	Ism1	Protein coding
Isoc1	5.77436	6.00054	6.39188	6.85645	7.20277	8.99113	9.80398	9.14081	14.5053	13.44	11.488	19.8945	18	Isoc1	Protein coding
Isoc2a	11.0212	8.24458	17.8109	7.18965	6.73305	10.7549	6.11057	6.70177	9.80344	4.34555	6.1415	6.82216	11	Isoc2a	Protein coding
Ispd	1.3292	0.245733	0.257597	1.56049	0.502178	0.413452	2.16027	0.805389	0.812552	2.95939	1.88436	1.53998	17	Ispd	Protein coding
Isyna1	28.4014	24.4766	30.934	29.114	26.0461	56.3573	30.0997	26.7215	61.9338	25.4728	21.4279	64.3319	11	Isyna1	Protein coding
Itch	16.5496	13.7266	14.1077	15.6506	13.0201	10.9283	12.6472	11.1335	9.00907	6.92018	6.95171	4.116	19	Itch	Protein coding
Itfg1	42.3441	65.7254	52.077	51.8282	72.8446	66.6988	61.4402	77.4319	79.9081	92.4141	112.732	129.116	18	Itfg1	Protein coding
Itfg2	13.1938	10.1528	11.4542	15.8449	13.7802	14.0121	15.7136	15.5099	12.2838	18.4371	19.8292	12.0803	8	Itfg2	Protein coding
Itfg3	7.03717	9.20722	9.39554	7.25063	9.01318	9.81119	7.53918	8.66586	10.5837	8.28138	8.21198	16.0071	18	Itfg3	Protein coding
Itga10	0.802207	1.10042	0.942103	1.01384	1.26741	1.06503	1.38224	1.41038	0.90673	0.63279	0.661969	0.421841	13	Itga10	Protein coding
Itga3	4.10708	2.1562	1.8037	4.91249	3.06553	2.65395	6.03652	5.96807	3.18705	5.7432	6.13168	4.19722	17	Itga3	Protein coding
Itga4	0.192685	0.115354	0.0762623	0.222374	0.124507	0.30293	0.438649	0.0837837	0.534224	0.265417	0.0479462	0.602299	16	Itga4	Protein coding
Itga5	0.10571	0.184393	0.125528	0.139763	0.163389	0.0530363	0.0765913	0.109428	0.071402	0.0737748	0.527746	0.0324154	9	Itga5	Protein coding
Itga6	6.11827	5.04435	7.17417	4.30446	2.61795	3.47581	2.58504	2.12707	2.1556	1.76505	1.38334	1.02043	7	Itga6	Protein coding
Itga8	0.950607	0.11014	0.330605	0.469616	0.174418	0.49621	0.243603	0.143074	0.318836	0.350852	0.545767	0.347265	10	Itga8	Protein coding
Itga9	0.256706	0.0614764	0.0203957	0.359237	0.127022	0.0588262	0.426882	0.397373	0.234698	0.384937	0.586556	0.321691	17	Itga9	Protein coding
Itgam	0.0397298	0.0105546	0.00637825	0.549197	0.0155301	0.0086872	0.298715	0.025265	0.00601634	0.27384	0.0426943	0.0308634	0	Itgam	Protein coding
Itgav	0.41864	1.06281	1.04542	0.457718	0.98125	0.810719	0.472145	0.699706	0.520232	0.496368	0.638794	0.339621	19	Itgav	Protein coding
Itgb1	22.8575	17.0943	21.0227	19.409	15.0062	20.0361	15.5065	12.5169	16.2795	20.4773	16.9718	22.7978	8	Itgb1	Protein coding
Itgb3	0.0269809	0.154732	0.0783716	0.117407	0.273676	0.149199	0.468347	0.346634	0.372384	2.87307	0.340367	1.42519	5	Itgb3	Protein coding
Itgb5	0.229527	0.159741	0.0962294	1.4903	0.213511	0.0887937	0.771201	0.150771	0.123057	0.857279	0.217148	0.0909765	0	Itgb5	Protein coding
Itgb8	0.915544	0.508252	0.121431	2.98185	1.45666	0.61284	2.93828	1.75024	0.718283	2.55889	1.97241	0.465127	5	Itgb8	Protein coding
Itk	0	0.0288289	0.0259816	0.0212964	0.0408344	0.0691651	0.0155342	0.020683	0.239435	0.0634896	0.0454254	0.589246	16	Itk	Protein coding
Itm2a	1.73239	3.53544	5.8002	2.15705	3.77789	1.73022	2.90074	4.43606	2.12879	8.39088	12.2905	8.67581	17	Itm2a	Protein coding
Itm2b	72.2031	69.996	79.0119	58.3823	68.7494	55.6398	61.8418	76.6359	60.7399	104.288	131.84	119.374	18	Itm2b	Protein coding
Itm2c	24.5092	41.961	31.1307	21.9756	37.5382	18.0835	24.6861	51.0234	19.1713	42.875	102.535	41.9769	17	Itm2c	Protein coding
Itpk1	54.0431	56.6871	50.1536	34.7477	35.7111	37.3226	39.5023	39.4991	47.9852	55.3699	52.177	56.8534	18	Itpk1	Protein coding
Itpka	0.0843474	0.158797	0.0399282	0.152226	0.129578	0.247843	0.383584	0.34858	0.712649	1.11921	0.545145	2.52159	16	Itpka	Protein coding
Itpkb	1.24078	2.32279	2.52774	1.3913	3.97917	2.66212	1.56015	4.6384	2.15826	1.45412	4.39104	1.81614	6	Itpkb	Protein coding
Itpkc	11.5947	11.1996	12.2737	9.96975	8.88188	9.47646	9.07895	8.38925	7.6439	6.29999	6.28252	4.57653	19	Itpkc	Protein coding
Itpr1	52.4682	1.46731	11.7796	62.9551	4.40773	11.4824	31.4423	4.59504	12.5762	15.7008	2.82313	6.91562	10	Itpr1	Protein coding
Itpr3	0.329737	0.369921	0.249852	0.467973	1.00088	0.549237	0.600838	2.55539	0.583263	1.05742	1.29609	0.582073	9	Itpr3	Protein coding
Itpripl1	3.92269	4.88447	4.80231	4.41837	4.80999	6.69094	5.57655	5.63229	8.24307	3.55883	3.35617	5.9742	19	Itpripl1	Protein coding
Itpripl2	0.0250133	0.0432568	0.0419789	0.111186	0.0675433	0.0409756	0.192208	0.0642483	0.133883	0.285593	0.0569766	0.107027	5	Itpripl2	Protein coding
Itsn1	115.38	229.38	251.009	95.5216	192.734	110.753	61.9364	138.671	54.2687	44.472	97.8633	36.5109	3	Itsn1	Protein coding
Itsn2	6.4806	11.1632	8.78366	9.45024	13.1703	11.5888	13.0651	14.8716	15.0431	10.4619	13.1431	10.743	12	Itsn2	Protein coding
Ivd	10.6982	17.0979	18.925	8.41167	11.9057	7.42333	7.72536	9.62011	9.34817	8.68598	11.1446	11.184	12	Ivd	Protein coding
Ivns1abp	152.728	123.162	134.065	160.754	134.676	128.282	163.815	144.074	101.892	156.538	141.017	95.4458	13	Ivns1abp	Protein coding
Iws1	11.768	12.2237	11.8586	11.9218	12.1309	11.3094	11.7566	11.3532	10.9553	7.95459	8.15271	7.25267	19	Iws1	Protein coding
Jag1	0.83894	0.937201	2.21157	0.237748	1.35856	0.614062	0.109931	0.302942	0.379856	0.175169	0.171006	0.46429	7	Jag1	Protein coding
Jag2	20.0995	15.3799	16.4715	23.9185	19.0164	29.226	24.6149	20.9013	25.8832	32.5397	26.3273	31.3253	8	Jag2	Protein coding
Jak1	12.7075	18.0592	15.4554	14.1039	21.49	20.5831	17.8253	23.2008	26.9567	22.7048	28.4406	32.8922	18	Jak1	Protein coding
Jak2	30.6069	38.5957	33.7496	41.4382	36.238	32.2211	35.089	31.1496	26.4691	21.8954	17.3339	16.5902	13	Jak2	Protein coding
Jakmip1	85.0966	43.7259	45.6467	68.5742	45.5242	36.7955	63.0961	52.4881	39.3363	48.543	50.7121	36.5089	15	Jakmip1	Protein coding
Jakmip3	1.99571	16.5802	8.95631	6.22529	22.5127	19.4243	8.6383	20.3166	19.162	8.50439	13.7967	12.5873	11	Jakmip3	Protein coding
Jam3	11.9838	18.8406	14.5817	12.5494	22.0252	9.35663	13.9017	30.464	7.89994	10.6785	24.6825	6.24912	12	Jam3	Protein coding
Jarid2	12.2534	26.1225	19.9172	14.0845	24.2996	13.9911	14.3788	17.8002	11.8833	14.4775	13.8179	10.7304	19	Jarid2	Protein coding
Jazf1	11.327	15.0952	13.0698	16.5812	18.6636	23.4192	21.2321	22.3445	31.0198	31.0206	34.0209	38.7929	18	Jazf1	Protein coding
Jdp2	1.32416	0.115178	0.0277913	1.80148	0.119421	0.371652	5.01795	0.359697	3.46476	7.70851	0.286268	3.81759	4	Jdp2	Protein coding
Jhdm1d	5.55357	5.15629	4.87011	4.70436	4.16973	2.17495	3.31485	3.44941	1.91676	1.71005	2.14049	0.873136	19	Jhdm1d	Protein coding
Jmjd1c	19.1157	18.3623	18.5236	31.3124	24.5508	16.8213	28.0174	19.5286	14.3251	29.6102	20.2129	14.3434	15	Jmjd1c	Protein coding
Jmy	15.5967	28.7166	27.7133	17.5521	26.3647	18.9636	13.6017	19.2036	12.6271	11.5355	12.3951	8.75791	19	Jmy	Protein coding
Jph1	1.13993	1.14679	0.887124	1.39336	1.62894	2.01211	2.70877	3.58942	3.52136	4.1684	4.99808	2.64822	17	Jph1	Protein coding
Jph3	22.1968	47.0496	29.6142	23.6791	39.8321	28.4752	29.1557	36.0409	27.4012	37.5357	40.5424	28.4573	12	Jph3	Protein coding
Jph4	186.577	153.426	180.655	155.286	134.621	141.785	138.541	128.242	130.21	121.199	101.008	110.08	19	Jph4	Protein coding
Jrkl	3.37853	5.74389	4.58089	4.25752	5.65024	5.25821	4.9549	7.05592	6.08679	3.25875	3.58082	4.2253	19	Jrkl	Protein coding
Jub	0.713866	1.19806	1.0083	0.397446	0.554308	0.461519	0.244523	0.40907	0.258976	0.120054	0.202298	0.0967263	7	Jub	Protein coding
Jun	31.4214	20.2401	39.0232	30.9551	16.6179	17.4132	21.7928	19.3097	10.2403	17.7791	24.6241	17.8689	-1	Jun	Protein coding
Junb	4.49619	17.3793	18.2461	3.33168	9.29447	5.18861	2.19779	6.0311	2.22691	2.71673	4.43095	1.38656	7	Junb	Protein coding
Jund	53.1695	31.7322	50.8993	36.736	23.6814	30.9442	27.0985	20.8741	21.9276	34.399	33.8143	32.3462	15	Jund	Protein coding
Jup	14.5713	15.7973	11.55	18.4922	14.4588	19.0614	22.2074	16.2007	24.6153	19.0084	18.6305	23.3993	14	Jup	Protein coding
Kalrn	40.6194	34.9271	42.5537	37.613	33.1819	33.6202	28.8952	28.1709	25.6202	20.3544	19.7513	19.2579	19	Kalrn	Protein coding
Kank1	0.283981	1.72672	0.98674	0.222838	1.97957	0.524877	0.227394	1.21018	0.296717	0.12458	0.696209	0.118587	6	Kank1	Protein coding
Kars	41.2667	32.1425	34.6384	42.2477	33.1361	43.915	43.8684	36.2027	54.0927	56.4287	47.5874	69.4357	18	Kars	Protein coding
Kat2a	25.8316	17.6862	21.9166	25.9971	21.6422	32.9082	32.3315	26.8988	41.554	39.1075	34.0663	55.0354	14	Kat2a	Protein coding
Kat2b	2.74379	6.87178	6.69644	1.88204	5.31105	3.6119	1.44301	4.59814	2.45922	1.1319	3.05984	1.87531	3	Kat2b	Protein coding
Katna1	11.8012	12.8706	12.8778	11.5164	12.3197	10.2531	9.97988	11.6519	8.80778	5.84259	7.45256	5.24141	19	Katna1	Protein coding
Katnal1	11.9833	8.96258	8.59474	12.1664	9.47135	9.24541	15.8866	12.9631	13.5457	13.5304	10.9149	11.5956	15	Katnal1	Protein coding
